Owner,Team,League,Recipient,Amount,Election Year,Party,Desempenho
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",ALASKANS FOR DAN SULLIVAN,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",COLLINS FOR SENATOR,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",CORY GARDNER FOR SENATE,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA","JOHN JAMES FOR SENATE, INC.","$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MCSALLY FOR SENATE INC,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",PERDUE FOR SENATE,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",STEVE DAINES FOR MONTANA,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",THOM TILLIS COMMITTEE,"$5,600 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",ERNST VICTORY IOWA,"$2,800 ",2020,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",FRIENDS OF JOE HECK,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",FRIENDS OF KELLY AYOTTE INC,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",FRIENDS OF PAT TOOMEY,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",JOHN KENNEDY FOR US,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",KIRK FOR SENATE,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MARCO RUBIO FOR SENATE 2016,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",PORTMAN FOR SENATE COMMITTEE,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",RON JOHNSON FOR SENATE INC,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",THE RICHARD BURR COMMITTEE,"$2,700 ",2016,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",CITIZENS FOR JOSH MANDEL INC,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",CRAMER FOR SENATE,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",HELLER FOR SENATE,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",HOUSLEY FOR SENATE COMMITTEE,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",JEFF FLAKE FOR US SENATE INC,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",JOSH HAWLEY FOR SENATE,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",KING FOR CONGRESS,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MATT ROSENDALE FOR MONTANA,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MCSALLY FOR SENATE INC,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MIKE BRAUN FOR INDIANA,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",MORRISEY FOR SENATE INC,"$2,700 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",FRIENDS OF ERIK PAULSEN,"$2,000 ",2018,Republican,
Glen Taylor,MINNESOTA TIMBERWOLVES MINNESOTA LYNX,"NBA, WNBA",FRIENDS OF HAGEDORN,"$2,000 ",2018,Republican,
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Alex Mooney for Congress,"$5,600 ",2020,Republican,
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Alex Mooney for Congress,"$5,400 ",2018,Republican,0.451
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Mooney Victory Fund,"$5,000 ",2018,Republican,0.451
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Marsha for Senate,"$2,000 ",2018,Republican,0.451
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Perdue for Senate,"$1,000 ",2018,Republican,0.451
Greg Johnson,SAN FRANCISCO GIANTS,MLB,Texans for Senator John Cornyn Inc.,"$1,000 ",2018,Republican,0.451
Hal Steinbrenner,NEW YORK YANKEES,MLB,Office of the Commissioner of Major League Baseball PAC,"$5,000 ",2020,Bipartisan,
Harvey Alter,CHICAGO SKY,WNBA,KHAZEI FOR CONGRESS,$500 ,2020,Democrat,0.545
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,PROTECT THE HOUSE,"$50,000 ",2018,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,CALIFORNIA VICTORY 2018,"$35,000 ",2018,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,TAKE BACK THE HOUSE 2020,"$25,000 ",2020,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,SENATE IMPACT: MN & NV,"$16,200 ",2018,Democrat,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,HOUSLEY FOR SENATE COMMITTEE,"$10,800 ",2018,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,FUND FOR THE MAJORITY PAC,"$10,000 ",2020,Democrat,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,LORETTA SANCHEZ FOR SENATE,"$5,400 ",2016,Democrat,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,000 ",2020,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,SHAWN NELSON FOR CONGRESS,"$3,700 ",2018,Republican,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),"$1,000 ",2018,Bipartisan,
Henry and Susan Samueli,ANAHEIM DUCKS,NHL,BROADCOM INC. POLITICAL ACTION COMMITTEE (BROADCOM PAC),"$1,000 ",2020,Bipartisan,
Herbert Fritch,NASHVILLE PREDATORS,NHL,SMP,"$11,100 ",2020,Democrat,
Herbert Fritch,NASHVILLE PREDATORS,NHL,RIGHT TO RISE USA,"$10,000 ",2016,Republican,
Herbert Fritch,NASHVILLE PREDATORS,NHL,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,"$9,216 ",2016,Bipartisan,
Herbert Fritch,NASHVILLE PREDATORS,NHL,COOPER FOR CONGRESS,"$5,600 ",2020,Democrat,
Herbert Fritch,NASHVILLE PREDATORS,NHL,HOUSLEY FOR SENATE COMMITTEE,"$5,400 ",2018,Republican,
Herbert Fritch,NASHVILLE PREDATORS,NHL,"MARSHA BLACKBURN FOR CONGRESS, INC.","$2,000 ",2016,Republican,
Herbert Fritch,NASHVILLE PREDATORS,NHL,"LEE, SHEILA JACKSON","$2,000 ",2016,Democrat,
Herbert Fritch,NASHVILLE PREDATORS,NHL,BIDEN FOR PRESIDENT,"$1,000 ",2020,Democrat,
Herbert Fritch,NASHVILLE PREDATORS,NHL,DCCC,"$1,000 ",2020,Democrat,
Herbert Fritch,NASHVILLE PREDATORS,NHL,COOPER FOR CONGRESS,$500 ,2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",SMP,"$126,900 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",HILLARY VICTORY FUND,"$50,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",TEAM HOLCOMB,"$50,000 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",TEAM HOLCOMB,"$50,000 ",2020,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",DONNELLY VICTORY FUND,"$32,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",SENATE MAJORITY PAC,"$25,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,"$15,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$10,000 ",2016,"Bipartisan, but mostly Republican",
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$10,000 ",2018,"Bipartisan, but mostly Republican",
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,"$10,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MARCO RUBIO FOR PRESIDENT,"$5,400 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BARON HILL FOR INDIANA,"$5,400 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",KOHL FOR CONGRESS,"$5,400 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",NEW GENERATION PAC,"$5,000 ",2016,,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ALL AMERICA PAC,"$5,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$5,000 ",2020,"Bipartisan, but mostly Republican",
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)","$5,000 ",2020,Bipartisan,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$4,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)","$4,000 ",2018,Bipartisan,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$3,700 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",SCHOLTEN4IOWA CAMPAIGN COMMITTEE,"$3,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",JAIME HARRISON FOR US SENATE,"$3,650 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA","AMY MCGRATH FOR SENATE, INC.","$2,800 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$2,800 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BIDEN FOR PRESIDENT,"$2,800 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MATT LIEBERMAN FOR SENATE,"$2,800 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CHRIS CHRISTIE FOR PRESIDENT INC,"$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CRUZ FOR PRESIDENT,"$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF JOE HECK,"$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF KELLY AYOTTE INC,"$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF PAT TOOMEY,"$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA","FRIENDS OF TODD YOUNG, INC.","$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA","JEB 2016, INC.","$2,700 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",EVAN BAYH COMMITTEE,"$2,700 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF SUSAN BROOKS,"$2,700 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",GREG PENCE FOR CONGRESS,"$2,700 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",GREG PENCE VICTORY,"$2,700 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MCCARTHY VICTORY FUND,"$2,700 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ANDREW JANZ FOR CONGRESS,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BETO FOR TEXAS,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BILL NELSON FOR US SENATE,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CASTEN FOR CONGRESS,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CONOR LAMB FOR CONGRESS,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",JANET GARRETT FOR CONGRESS COMMITTEE,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",LIZ FOR INDIANA,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",PRICE4WNC,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ROSEN FOR NEVADA,"$2,700 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",WALORSKI FOR CONGRESS INC,"$2,500 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",SHELLI YODER FOR INDIANA,"$2,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",AMY FOR AMERICA,"$2,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",KASICH FOR AMERICA INC,"$1,000 ",2016,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",JOE KENNEDY FOR CONGRESS,"$1,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ORENTLICHER FOR CONGRESS,"$1,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",RUSS FOR WISCONSIN,"$1,000 ",2016,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BUCSHON FOR CONGRESS,"$1,000 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",WALORSKI FOR CONGRESS INC,"$1,000 ",2018,Republican,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS FOR THORNTON,"$1,000 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",TRITCH FOR CONGRESS,"$1,000 ",2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ARBALLO FOR CONGRESS,"$1,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BENNET FOR AMERICA,"$1,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BULLOCK FOR PRESIDENT,"$1,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF JOHN DELANEY,"$1,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MAX ROSE FOR CONGRESS,"$1,000 ",2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CONGRESSIONAL BLACK CAUCUS PAC,$500 ,2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,$500 ,2018,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ELISSA SLOTKIN FOR CONGRESS,$500 ,2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",PEOPLE FOR PATTY MURRAY,$500 ,2020,Democrat,
Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ACTBLUE,$250 ,2020,Democrat,
Ilana Kloss,LOS ANGELES DODGERS,MLB,Biden for President,"$1,000 ",2020,Democrat,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Stabenow Victory Fund,"$10,000 ",2018,Democrat,
Jack Roush,ROUSH FENWAY RACING,NASCAR,NRSC,"$5,000 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Trump Make America Great Again Committee,"$3,020 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Stabenow for US Senate,"$2,700 ",2016,Democrat,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Bentivolio for Congress,"$2,500 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Bentivolio for Congress,"$2,340 ",2018,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,"Rand Paul for President, Inc.","$1,000 ",2016,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Republican National Committee,"$1,000 ",2018,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Remember Mississippi,"$1,000 ",2018,"Bipartisan, but mostly Republican",
Jack Roush,ROUSH FENWAY RACING,NASCAR,Huck Pac,"$1,000 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,"John James for Senate, Inc.","$1,000 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Kevin McCarthy for Congress,"$1,000 ",2020,Republican,
Jack Roush,ROUSH FENWAY RACING,NASCAR,Slocum for Congress,"$1,000 ",2020,Republican,
James Dinan,MILWAUKEE BUCKS,NBA,Senate Majority PAC,"$100,000 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,Biden Action Fund,"$50,000 ",2020,Democrat,0.767
James Dinan,MILWAUKEE BUCKS,NBA,Hillary Action Fund,"$10,000 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,DNC Services Corp./Dem. Nat'l Committee,"$7,300 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,Russ for Wisconsin,"$5,400 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,Gillibrand Victory Fund,"$5,400 ",2018,Democrat,0.559
James Dinan,MILWAUKEE BUCKS,NBA,Managed Funds Association Political Action Committee,"$5,000 ",2016,"Bipartisan, but mostly Republican",0.402
James Dinan,MILWAUKEE BUCKS,NBA,Managed Funds Association Political Action Committee ,"$5,000 ",2018,"Bipartisan, but mostly Republican",0.559
James Dinan,MILWAUKEE BUCKS,NBA,Biden For President,"$2,800 ",2020,Democrat,0.767
James Dinan,MILWAUKEE BUCKS,NBA,Hillary For America,"$2,700 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,Romney for Utah Inc.,"$2,700 ",2018,Republican,0.559
James Dinan,MILWAUKEE BUCKS,NBA,MONTANANS FOR TESTER,"$2,700 ",2018,Democrat,0.559
James Dinan,MILWAUKEE BUCKS,NBA,Bennet for Colorado,"$1,000 ",2016,Democrat,0.402
James Dinan,MILWAUKEE BUCKS,NBA,Friends of Schumer,$100 ,2016,Democrat,0.402
James Irsay,INDIANAPOLIS COLTS,NFL,SENATE MAJORITY PAC,"$25,000 ",2016,Democrat,0.5
James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-Pac,"$10,000 ",2016,Bipartisan,0.5
James Irsay,INDIANAPOLIS COLTS,NFL,Team Holcomb,"$10,000 ",2018,Republican,0.625
James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-Pac,"$10,000 ",2018,Bipartisan,0.625
James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-PAC,"$10,000 ",2020,Bipartisan,0.688
James Irsay,INDIANAPOLIS COLTS,NFL,WINRED,$100 ,2020,Republican,0.688
James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$355,000 ",2020,Republican,
