Unnamed: 0,Owner,Team,League,Recipient,Amount,Election Year,Party,Performance,Degree
929,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MCCARTHY VICTORY FUND,"$2,700 ",2018,Republican,0.585,
930,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ANDREW JANZ FOR CONGRESS,"$2,700 ",2018,Democrat,0.585,
931,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BETO FOR TEXAS,"$2,700 ",2018,Democrat,0.585,
932,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BILL NELSON FOR US SENATE,"$2,700 ",2018,Democrat,0.585,
933,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CASTEN FOR CONGRESS,"$2,700 ",2018,Democrat,0.585,
934,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CONOR LAMB FOR CONGRESS,"$2,700 ",2018,Democrat,0.585,
935,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",JANET GARRETT FOR CONGRESS COMMITTEE,"$2,700 ",2018,Democrat,0.585,
936,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",LIZ FOR INDIANA,"$2,700 ",2018,Democrat,0.585,
937,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",PRICE4WNC,"$2,700 ",2018,Democrat,0.585,
938,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ROSEN FOR NEVADA,"$2,700 ",2018,Democrat,0.585,
939,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",WALORSKI FOR CONGRESS INC,"$2,500 ",2016,Republican,0.549,
940,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",SHELLI YODER FOR INDIANA,"$2,000 ",2016,Democrat,0.549,
941,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",AMY FOR AMERICA,"$2,000 ",2020,Democrat,0.616,
942,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",KASICH FOR AMERICA INC,"$1,000 ",2016,Republican,0.549,
943,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",JOE KENNEDY FOR CONGRESS,"$1,000 ",2016,Democrat,0.549,
944,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ORENTLICHER FOR CONGRESS,"$1,000 ",2016,Democrat,0.549,
945,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",RUSS FOR WISCONSIN,"$1,000 ",2016,Democrat,0.549,
946,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BUCSHON FOR CONGRESS,"$1,000 ",2018,Republican,0.585,
947,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",WALORSKI FOR CONGRESS INC,"$1,000 ",2018,Republican,0.585,
948,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS FOR THORNTON,"$1,000 ",2018,Democrat,0.585,
949,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",TRITCH FOR CONGRESS,"$1,000 ",2018,Democrat,0.585,
950,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ARBALLO FOR CONGRESS,"$1,000 ",2020,Democrat,0.616,
951,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BENNET FOR AMERICA,"$1,000 ",2020,Democrat,0.616,
952,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",BULLOCK FOR PRESIDENT,"$1,000 ",2020,Democrat,0.616,
953,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",FRIENDS OF JOHN DELANEY,"$1,000 ",2020,Democrat,0.616,
954,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MAX ROSE FOR CONGRESS,"$1,000 ",2020,Democrat,0.616,
955,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",CONGRESSIONAL BLACK CAUCUS PAC,$500 ,2018,Democrat,0.585,
956,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,$500 ,2018,Democrat,0.585,
957,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ELISSA SLOTKIN FOR CONGRESS,$500 ,2020,Democrat,0.616,
958,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",PEOPLE FOR PATTY MURRAY,$500 ,2020,Democrat,0.616,
959,Herbert Simon,INDIANA PACERS INDIANA FEVER,"NBA, WNBA",ACTBLUE,$250 ,2020,Democrat,0.616,
960,Ilana Kloss,LOS ANGELES DODGERS,MLB,Biden for President,"$1,000 ",2020,Democrat,0.717,
974,James Dinan,MILWAUKEE BUCKS,NBA,Senate Majority PAC,"$100,000 ",2016,Democrat,0.402,
975,James Dinan,MILWAUKEE BUCKS,NBA,Biden Action Fund,"$50,000 ",2020,Democrat,0.767,
976,James Dinan,MILWAUKEE BUCKS,NBA,Hillary Action Fund,"$10,000 ",2016,Democrat,0.402,
977,James Dinan,MILWAUKEE BUCKS,NBA,DNC Services Corp./Dem. Nat'l Committee,"$7,300 ",2016,Democrat,0.402,
978,James Dinan,MILWAUKEE BUCKS,NBA,Russ for Wisconsin,"$5,400 ",2016,Democrat,0.402,
979,James Dinan,MILWAUKEE BUCKS,NBA,Gillibrand Victory Fund,"$5,400 ",2018,Democrat,0.537,
980,James Dinan,MILWAUKEE BUCKS,NBA,Managed Funds Association Political Action Committee,"$5,000 ",2016,"Bipartisan, but mostly Republican",0.402,
981,James Dinan,MILWAUKEE BUCKS,NBA,Managed Funds Association Political Action Committee ,"$5,000 ",2018,"Bipartisan, but mostly Republican",0.537,
982,James Dinan,MILWAUKEE BUCKS,NBA,Biden For President,"$2,800 ",2020,Democrat,0.767,
983,James Dinan,MILWAUKEE BUCKS,NBA,Hillary For America,"$2,700 ",2016,Democrat,0.402,
984,James Dinan,MILWAUKEE BUCKS,NBA,Romney for Utah Inc.,"$2,700 ",2018,Republican,0.537,
985,James Dinan,MILWAUKEE BUCKS,NBA,MONTANANS FOR TESTER,"$2,700 ",2018,Democrat,0.537,
986,James Dinan,MILWAUKEE BUCKS,NBA,Bennet for Colorado,"$1,000 ",2016,Democrat,0.402,
987,James Dinan,MILWAUKEE BUCKS,NBA,Friends of Schumer,$100 ,2016,Democrat,0.402,
988,James Irsay,INDIANAPOLIS COLTS,NFL,SENATE MAJORITY PAC,"$25,000 ",2016,Democrat,0.5,
989,James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-Pac,"$10,000 ",2016,Bipartisan,0.5,
990,James Irsay,INDIANAPOLIS COLTS,NFL,Team Holcomb,"$10,000 ",2018,Republican,0.625,
991,James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-Pac,"$10,000 ",2018,Bipartisan,0.625,
992,James Irsay,INDIANAPOLIS COLTS,NFL,Gridiron-PAC,"$10,000 ",2020,Bipartisan,0.688,
993,James Irsay,INDIANAPOLIS COLTS,NFL,WINRED,$100 ,2020,Republican,0.688,
994,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$355,000 ",2020,Republican,0.4409999999999999,
995,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",TRUMP VICTORY,"$355,000 ",2020,Republican,0.4409999999999999,
996,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$339,000 ",2018,Republican,0.412,
997,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",TRUMP VICTORY,"$300,000 ",2016,Republican,0.503,
998,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",TRUMP VICTORY,"$125,000 ",2018,Republican,0.412,
999,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",LONG ISLANDERS FOR TRUTH INC,"$100,000 ",2016,Democrat,0.503,
1000,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",SUOZZI VICTORY FUND,"$10,000 ",2016,Democrat,0.503,
1001,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",SUOZZI VICTORY FUND,"$10,000 ",2018,Democrat,0.412,
1002,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",ELISE VICTORY FUND,"$5,600 ",2020,Republican,0.4409999999999999,
1003,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",SUOZZI FOR CONGRESS,"$5,400 ",2018,Democrat,0.412,
1004,James L. Dolan,NEW YORK KNICKS NEW YORK RANGERS,"NBA, NHL",COMMON GOOD PAC,"$5,000 ",2018,Democrat,0.412,
1005,Janice S. McNair,HOUSTON TEXANS,NFL,TRUMP VICTORY,"$449,000 ",2016,Republican,0.563,
1006,Janice S. McNair,HOUSTON TEXANS,NFL,PROTECT THE HOUSE,"$371,500 ",2018,Republican,0.688,
1007,Janice S. McNair,HOUSTON TEXANS,NFL,TEAM RYAN,"$250,400 ",2018,Republican,0.688,
1008,Janice S. McNair,HOUSTON TEXANS,NFL,TEAM RYAN,"$244,200 ",2016,Republican,0.563,
1009,Janice S. McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.563,
1010,Janice S. McNair,HOUSTON TEXANS,NFL,HARRIS COUNTY REPUBLICAN PARTY FEDERAL COMMITTEE,"$10,000 ",2020,Republican,0.25,
1011,Janice S. McNair,HOUSTON TEXANS,NFL,BRADY VICTORY FUND,"$5,400 ",2018,Republican,0.688,
1012,Janice S. McNair,HOUSTON TEXANS,NFL,TEAM GRAHAM INC,"$5,400 ",2018,Republican,0.688,
1013,Janice S. McNair,HOUSTON TEXANS,NFL,TIM SCOTT FOR SENATE,"$5,400 ",2018,Republican,0.688,
1014,Janice S. McNair,HOUSTON TEXANS,NFL,RICK SCOTT FOR FLORIDA,"$5,000 ",2018,Republican,0.688,
1015,Janice S. McNair,HOUSTON TEXANS,NFL,Gridiron-PAC,"$5,000 ",2018,Bipartisan,0.688,
1016,Janice S. McNair,HOUSTON TEXANS,NFL,"JEB 2016, INC.","$2,700 ",2016,Republican,0.563,
1017,Janice S. McNair,HOUSTON TEXANS,NFL,LINDSEY GRAHAM 2016,"$2,700 ",2016,Republican,0.563,
1018,Janice S. McNair,HOUSTON TEXANS,NFL,SCOTT WALKER INC,"$2,700 ",2016,Republican,0.563,
1019,Jeanie Buss (Buss Family Trusts),LOS ANGELES LAKERS,NBA,KANEW FOR CONGRESS,"$2,708 ",2018,Democrat,0.427,
1020,Jeanie Buss (Buss Family Trusts),LOS ANGELES LAKERS,NBA,Kamala Harris For The People,"$2,700 ",2020,Democrat,0.732,
1021,Jeanie Buss (Buss Family Trusts),LOS ANGELES LAKERS,NBA,ACTBLUE,$270 ,2018,Democrat,0.427,
1022,Jeanie Buss (Buss Family Trusts),LOS ANGELES LAKERS,NBA,ACTBLUE,$270 ,2020,Democrat,0.732,
1025,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,RICK SCOTT VICTORY FUND,"$39,300 ",2018,Republican,0.689,
1026,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,FLORIDA FIRST PROJECT,"$20,000 ",2016,Republican,0.591,
1027,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,"JEB 2016, INC.","$2,700 ",2016,Republican,0.591,
1028,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,MARCO RUBIO FOR PRESIDENT,"$2,700 ",2016,Republican,0.591,
1029,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,MARCO RUBIO FOR SENATE 2016,"$2,700 ",2016,Republican,0.591,
1030,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,BILIRAKIS FOR CONGRESS,"$1,000 ",2020,Republican,0.657,
1031,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,CHARLIE CRIST FOR CONGRESS,"$1,000 ",2020,Democrat,0.657,
1032,Jeff Vinik,TAMPA BAY LIGHTNING,NHL,BILIRAKIS FOR CONGRESS,$500 ,2018,Republican,0.689,
1033,Jeffrey Lurie,PHILADELPHIA EAGLES,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.438,
1034,Jeffrey Lurie,PHILADELPHIA EAGLES,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan,0.563,
1035,Jeffrey Lurie,PHILADELPHIA EAGLES,NFL,Gridiron-PAC,"$5,000 ",2020,Bipartisan,0.281,
1036,Jeffrey Lurie,PHILADELPHIA EAGLES,NFL,HILLARY FOR AMERICA,"$2,700 ",2016,Democrat,0.438,
1037,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,TRUMP VICTORY,"$100,000 ",2016,Republican,0.567,
1038,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000 ",2016,Bipartisan,0.567,
1039,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000 ",2018,Bipartisan,0.683,
1040,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,HILLARY VICTORY FUND,"$15,000 ",2016,Democrat,0.567,
1041,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000 ",2016,Bipartisan,0.567,
1042,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000 ",2018,Bipartisan,0.683,
1043,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,COLLINS FOR CONGRESS,"$5,700 ",2018,Republican,0.683,
1044,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,JACOBS FOR CONGRESS,"$5,600 ",2020,Republican,0.714,
1045,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,U.S. TRAVEL ASSOCIATION PAC,"$5,000 ",2020,Bipartisan,0.714,
1046,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,COLLINS VICTORY FUND,"$4,300 ",2018,Republican,0.683,
1047,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,COMMITTEE TO ELECT DAN KOH,"$2,700 ",2018,Democrat,0.683,
1048,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,GREG FOR MONTANA,"$2,500 ",2018,Republican,0.683,
1049,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,GILLIBRAND FOR SENATE,"$2,100 ",2018,Democrat,0.683,
1050,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,FRIENDS OF JOHN BOEHNER,"$2,000 ",2016,Republican,0.567,
1051,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,FRIENDS OF PATRICK MURPHY,"$1,000 ",2016,Democrat,0.567,
1052,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,KATHLEEN MATTHEWS FOR CONGRESS,"$1,000 ",2016,Democrat,0.567,
1053,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,MCKINLEY FOR CONGRESS,"$1,000 ",2018,Republican,0.683,
1054,Jeremy M. Jacobs and Jerry Jacobs Jr.,BOSTON BRUINS,NHL,TOM REED FOR CONGRESS,$500 ,2016,Republican,0.567,
1056,Jerry Jones,DALLAS COWBOYS,NFL,America Leads,"$200,000 ",2016,Republican,0.813,
1057,Jerry Jones,DALLAS COWBOYS,NFL,Gridiron-PAC,"$10,000 ",2016,Bipartisan,0.813,
1058,Jerry Jones,DALLAS COWBOYS,NFL,Gridiron-PAC,"$10,000 ",2018,Bipartisan,0.625,
1059,Jerry Jones,DALLAS COWBOYS,NFL,Colin Allred for Congress,"$5,000 ",2018,Democrat,0.625,
1060,Jerry Jones,DALLAS COWBOYS,NFL,Gridiron-PAC,"$4,650 ",2020,Bipartisan,0.375,
1061,Jerry Jones,DALLAS COWBOYS,NFL,"Chris Christie for President, Inc.","$2,700 ",2016,Republican,0.813,
1062,Jerry Jones,DALLAS COWBOYS,NFL,Kay Granger Campaign Fund,"$2,700 ",2016,Republican,0.813,
1063,Jerry Jones,DALLAS COWBOYS,NFL,Portman for Senate Committee,"$2,700 ",2016,Republican,0.813,
1064,Jerry Jones,DALLAS COWBOYS,NFL,The Congressman Joe Barton Committee,"$2,700 ",2016,Republican,0.813,
1065,Jerry Jones,DALLAS COWBOYS,NFL,Lance Gooden for Congress Committee,"$2,700 ",2018,Republican,0.625,
1066,Jerry Jones,DALLAS COWBOYS,NFL,Cole for Congress,$500 ,2018,Republican,0.625,
1067,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",GOVERN OR GO HOME,"$300,000 ",2018,,0.356,
1068,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",UNITED TOGETHER,"$300,000 ",2018,,0.356,
1069,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DUTY AND COUNTRY,"$200,000 ",2018,Democrat,0.356,
1070,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB","UNITED FOR PROGRESS, INC.","$200,000 ",2018,,0.356,
1071,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",CITIZENS FOR A STRONG AMERICA INC,"$200,000 ",2018,Republican,0.356,
1072,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Illinois Democrats for Change,"$100,000 ",2020,Democrat,0.4605,
1073,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",NRSC,"$100,000 ",2020,Republican,0.4605,
1074,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",PROBLEM SOLVERS PATRIOTS,"$84,000 ",2020,Republican,0.4605,
1075,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2016,Bipartisan,0.4965,
1076,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",NEW JERSEY DEMOCRATIC STATE COMMITTEE,"$10,000 ",2018,Democrat,0.356,
1077,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000 ",2018,Bipartisan,0.356,
1078,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",COLLINS FOR SENATOR,"$5,600 ",2020,Republican,0.4605,
1079,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",COMMITTEE TO RE-ELECT STEVE WATKINS,"$5,600 ",2020,Republican,0.4605,
1080,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Ernst Victory Iowa,"$5,600 ",2020,Republican,0.4605,
1081,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Kinzinger for Congress,"$5,600 ",2020,Republican,0.4605,
1082,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Mike Bost for Congress Committe,"$5,600 ",2020,Republican,0.4605,
1083,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Perdue for Senate,"$5,600 ",2020,Republican,0.4605,
1084,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",REED VICTORY COMMITTEE,"$5,600 ",2020,Republican,0.4605,
1085,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DAN LIPINSKI FOR CONGRESS,"$5,600 ",2020,Democrat,0.4605,
1086,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Friends of Dick Durbin Committee,"$5,600 ",2020,Democrat,0.4605,
1087,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",TOM O'HALLERAN FOR CONGRESS,"$5,600 ",2020,Democrat,0.4605,
1088,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",FRIENDS OF JOHN MCCAIN INC,"$5,400 ",2016,Republican,0.4965,
1089,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",FRIENDS OF KELLY AYOTTE INC,"$5,400 ",2016,Republican,0.4965,
1090,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",FRIENDS OF CHERI BUSTOS,"$5,400 ",2016,Democrat,0.4965,
1091,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",BILL CASSIDY FOR US SENATE,"$5,400 ",2018,Republican,0.356,
1092,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DEB FISCHER FOR US SENATE,"$5,400 ",2018,Republican,0.356,
1093,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",FRIENDS OF JOHN BARRASSO,"$5,400 ",2018,Republican,0.356,
1094,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB","HOOSIERS FOR ROKITA, INC.","$5,400 ",2018,Republican,0.356,
1095,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",JEFF FLAKE FOR US SENATE INC,"$5,400 ",2018,Republican,0.356,
1096,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",KINZINGER FOR CONGRESS,"$5,400 ",2018,Republican,0.356,
1097,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",MCSALLY FOR SENATE INC,"$5,400 ",2018,Republican,0.356,
1098,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",MIKE BOST FOR CONGRESS COMMITTEE,"$5,400 ",2018,Republican,0.356,
1099,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",ROSENDALE VICTORY FUND,"$5,400 ",2018,Republican,0.356,
1100,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",TIM SCOTT FOR SENATE,"$5,400 ",2018,Republican,0.356,
1101,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",TOM REED FOR CONGRESS,"$5,400 ",2018,Republican,0.356,
1102,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",CHARLIE CRIST FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1103,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DAN LIPINSKI FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1104,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DONNELLY FOR INDIANA,"$5,400 ",2018,Democrat,0.356,
1105,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1106,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",MONTANANS FOR TESTER,"$5,400 ",2018,Democrat,0.356,
1107,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",QUIGLEY FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1108,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",SCHNEIDER FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1109,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",SUOZZI FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1110,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",TOM O'HALLERAN FOR CONGRESS,"$5,400 ",2018,Democrat,0.356,
1111,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",JOSH GOTTHEIMER FOR CONGRESS,"$5,400 ",2020,Democrat,0.4605,
1112,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",KIRK VICTORY COMMITTEE,"$5,000 ",2016,Republican,0.4965,
1113,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",TIM SCOTT FOR SENATE,"$5,000 ",2016,Republican,0.4965,
1114,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",GOLDEN RULE PAC,"$5,000 ",2018,Democrat,0.356,
1115,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",GREEN VICTORY FUND,"$5,000 ",2020,Republican,0.4605,
1116,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",SCOTT TAYLOR FOR SENATE,"$5,000 ",2020,Republican,0.4605,
1117,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000 ",2020,Bipartisan,0.4605,
1118,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",DOLD FOR CONGRESS,"$3,700 ",2016,Republican,0.4965,
1119,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",ROSKAM FOR CONGRESS COMMITTEE,"$3,700 ",2018,Republican,0.356,
1120,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Americans for Parnell Committee,"$2,800 ",2020,Republican,0.4605,
1121,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Ferguson Victory Fund,"$2,800 ",2020,Republican,0.4605,
1122,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Jim 2020 Committee,"$2,800 ",2020,Republican,0.4605,
1123,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Matt Rosendale for Montana,"$2,800 ",2020,Republican,0.4605,
1124,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Brindisi for Congress,"$2,800 ",2020,Democrat,0.4605,
1125,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",Hickenlooper for Colorado,"$2,800 ",2020,Democrat,0.4605,
1126,Jerry Reinsdorf,CHICAGO BULLS CHICAGO WHITE SOX,"NBA, MLB",FRIENDS OF MIA LOVE,"$2,700 ",2016,Republican,0.4965,
